Date,Open,Close,High,Low,Volume
2021-06-11,0.823,0.816,0.825,0.815,4222656
2021-06-15,0.82,0.814,0.823,0.81,3677185
2021-06-16,0.812,0.802,0.812,0.801,3963824
2021-06-17,0.798,0.805,0.807,0.796,3310792
2021-06-18,0.817,0.819,0.823,0.815,4659035
2021-06-21,0.812,0.813,0.816,0.809,4314580
2021-06-22,0.815,0.804,0.816,0.802,5311650
2021-06-23,0.807,0.819,0.82,0.804,5676638
2021-06-24,0.822,0.819,0.826,0.817,3973805
2021-06-25,0.825,0.837,0.838,0.825,7524775
2021-06-28,0.843,0.84,0.846,0.838,4995662
2021-06-29,0.842,0.831,0.848,0.831,4782692
2021-06-30,0.839,0.833,0.842,0.831,3085879
2021-07-01,0.833,0.829,0.834,0.827,1928612
2021-07-02,0.829,0.808,0.829,0.807,5580265
2021-07-05,0.804,0.789,0.804,0.784,8252001
2021-07-06,0.79,0.787,0.791,0.779,7037513
2021-07-07,0.78,0.776,0.781,0.773,7490281
2021-07-08,0.774,0.765,0.776,0.764,7373497
2021-07-09,0.755,0.764,0.766,0.737,14589860
2021-07-12,0.773,0.77,0.776,0.764,6332809
2021-07-13,0.773,0.787,0.792,0.77,9160704
2021-07-14,0.788,0.786,0.789,0.783,5054975
2021-07-15,0.788,0.785,0.792,0.784,4471795
2021-07-16,0.783,0.781,0.787,0.778,4814723
2021-07-19,0.773,0.764,0.773,0.761,6022679
2021-07-20,0.759,0.755,0.767,0.75,6067449
2021-07-21,0.76,0.747,0.761,0.745,9605092
2021-07-22,0.755,0.761,0.763,0.754,6233364
2021-07-23,0.765,0.75,0.765,0.749,5154580
2021-07-26,0.73,0.706,0.731,0.696,21842821
2021-07-27,0.69,0.651,0.7,0.649,25849996
2021-07-28,0.662,0.663,0.672,0.648,21416054
2021-07-29,0.695,0.706,0.713,0.691,20498776
2021-07-30,0.697,0.689,0.699,0.682,13717351
2021-08-02,0.695,0.702,0.704,0.69,11940809
2021-08-03,0.705,0.691,0.705,0.676,18729400
2021-08-04,0.686,0.702,0.708,0.683,13673746
2021-08-05,0.7,0.684,0.708,0.684,14014198
2021-08-06,0.69,0.689,0.692,0.683,9398601
2021-08-09,0.68,0.686,0.695,0.677,9790596
2021-08-10,0.695,0.705,0.707,0.692,11148048
2021-08-11,0.705,0.704,0.71,0.701,10707208
2021-08-12,0.701,0.697,0.707,0.696,7014544
2021-08-13,0.69,0.681,0.692,0.679,10770240
2021-08-16,0.68,0.665,0.68,0.663,12268282
2021-08-17,0.659,0.64,0.663,0.637,19088671
2021-08-18,0.642,0.643,0.648,0.639,10579064
2021-08-19,0.642,0.627,0.647,0.626,14512305
2021-08-20,0.621,0.615,0.625,0.604,29345097
2021-08-23,0.625,0.624,0.637,0.622,16837524
2021-08-24,0.636,0.658,0.658,0.635,19997401
2021-08-25,0.678,0.661,0.683,0.66,23267290
2021-08-26,0.666,0.651,0.667,0.65,11997497
2021-08-27,0.653,0.651,0.668,0.651,10776514
2021-08-30,0.655,0.654,0.659,0.648,13054614
2021-08-31,0.659,0.672,0.672,0.645,20879678
2021-09-01,0.679,0.685,0.693,0.674,21586640
2021-09-02,0.7,0.694,0.707,0.69,18507864
2021-09-03,0.692,0.685,0.693,0.682,13684138
2021-09-06,0.686,0.694,0.697,0.685,11961958
2021-09-07,0.7,0.71,0.713,0.7,16295513
2021-09-08,0.716,0.708,0.716,0.704,11581971
2021-09-09,0.694,0.68,0.694,0.679,16069550
2021-09-10,0.683,0.687,0.693,0.682,11739128
2021-09-13,0.68,0.672,0.682,0.667,15157576
2021-09-14,0.677,0.667,0.679,0.665,11767817
2021-09-15,0.658,0.65,0.662,0.648,19059836
2021-09-16,0.649,0.634,0.651,0.631,24585042
2021-09-17,0.64,0.658,0.66,0.637,18114343
2021-09-22,0.639,0.65,0.65,0.639,6326029
2021-09-23,0.656,0.645,0.661,0.642,17408914
2021-09-24,0.647,0.638,0.651,0.637,14025876
2021-09-27,0.638,0.631,0.644,0.63,18335737
2021-09-28,0.637,0.647,0.652,0.636,19770178
2021-09-29,0.636,0.635,0.637,0.626,21064024
2021-09-30,0.627,0.629,0.63,0.624,18099618
2021-10-08,0.653,0.641,0.656,0.637,17531597
2021-10-11,0.654,0.66,0.668,0.651,26815810
2021-10-12,0.652,0.647,0.658,0.646,19463502
2021-10-13,0.643,0.652,0.656,0.643,9626858
2021-10-14,0.657,0.658,0.66,0.655,6110518
2021-10-15,0.657,0.655,0.658,0.649,24563821
2021-10-18,0.659,0.652,0.661,0.647,18282724
2021-10-19,0.66,0.673,0.673,0.658,15245405
2021-10-20,0.686,0.687,0.694,0.683,16595758
2021-10-21,0.689,0.681,0.693,0.677,12113183
2021-10-22,0.687,0.694,0.698,0.687,12984252
2021-10-25,0.691,0.697,0.7,0.688,11905609
2021-10-26,0.695,0.685,0.699,0.684,9822101
2021-10-27,0.675,0.666,0.676,0.664,11772922
2021-10-28,0.671,0.667,0.678,0.665,9890688
2021-10-29,0.667,0.662,0.668,0.66,10638959
2021-11-01,0.658,0.652,0.658,0.647,16461881
2021-11-02,0.668,0.656,0.674,0.656,15631108
2021-11-03,0.653,0.652,0.659,0.645,15791311
2021-11-04,0.659,0.658,0.664,0.657,14033166
2021-11-05,0.655,0.652,0.661,0.651,11322896
2021-11-08,0.647,0.643,0.649,0.642,13394768
2021-11-09,0.648,0.645,0.65,0.638,12388085
2021-11-10,0.645,0.65,0.65,0.64,14332389
2021-11-11,0.649,0.669,0.67,0.648,19236669
2021-11-12,0.678,0.673,0.679,0.67,12972021
2021-11-15,0.678,0.676,0.681,0.673,8277370
2021-11-16,0.678,0.685,0.691,0.676,22857561
2021-11-17,0.686,0.686,0.688,0.68,9355402
2021-11-18,0.674,0.668,0.675,0.665,12668321
2021-11-19,0.655,0.661,0.663,0.653,17351496
2021-11-22,0.663,0.657,0.667,0.656,14160456
2021-11-23,0.648,0.651,0.652,0.648,16433029
2021-11-24,0.65,0.652,0.656,0.647,18720209
2021-11-25,0.652,0.654,0.655,0.648,13558579
2021-11-26,0.649,0.64,0.649,0.637,20596437
2021-11-29,0.631,0.626,0.638,0.623,28374598
2021-11-30,0.625,0.611,0.628,0.606,36839608
2021-12-01,0.615,0.623,0.624,0.613,21507577
2021-12-02,0.615,0.618,0.62,0.613,17531109
2021-12-03,0.613,0.606,0.614,0.601,32390016
2021-12-06,0.59,0.585,0.597,0.584,39128900
2021-12-07,0.596,0.604,0.605,0.589,31599105
2021-12-08,0.609,0.606,0.61,0.603,20663052
2021-12-09,0.609,0.613,0.615,0.609,20232399
2021-12-10,0.611,0.609,0.617,0.608,16415839
2021-12-13,0.615,0.61,0.62,0.609,21799982
2021-12-14,0.602,0.593,0.605,0.592,31936163
2021-12-15,0.593,0.583,0.597,0.583,30540310
2021-12-16,0.582,0.581,0.583,0.573,37955483
2021-12-17,0.579,0.572,0.58,0.571,32541037
2021-12-20,0.571,0.557,0.574,0.556,43906015
2021-12-21,0.553,0.565,0.565,0.551,32938424
2021-12-22,0.575,0.569,0.578,0.567,26638856
2021-12-23,0.57,0.567,0.574,0.562,22874938
2021-12-24,0.571,0.564,0.572,0.562,12563210
2021-12-27,0.565,0.565,0.568,0.564,8936837
2021-12-28,0.566,0.56,0.568,0.555,21813861
2021-12-29,0.557,0.551,0.559,0.55,21661170
2021-12-30,0.549,0.551,0.556,0.547,22089661
2021-12-31,0.57,0.572,0.573,0.567,33708336
2022-01-04,0.57,0.563,0.572,0.561,18647546
2022-01-05,0.556,0.541,0.557,0.541,35695463
2022-01-06,0.536,0.535,0.542,0.531,35757499
2022-01-07,0.548,0.553,0.555,0.545,38745025
2022-01-10,0.554,0.566,0.569,0.551,33000203
2022-01-11,0.565,0.562,0.569,0.56,31234056
2022-01-12,0.577,0.588,0.59,0.576,42127216
2022-01-13,0.593,0.583,0.595,0.581,27982449
2022-01-14,0.571,0.579,0.581,0.569,29475858
2022-01-17,0.58,0.579,0.584,0.576,26290345
2022-01-18,0.582,0.579,0.591,0.578,27184323
2022-01-19,0.578,0.572,0.585,0.57,29105765
2022-01-20,0.576,0.596,0.597,0.574,40387166
2022-01-21,0.591,0.597,0.601,0.589,36751973
2022-01-24,0.587,0.58,0.588,0.578,40223244
2022-01-25,0.57,0.563,0.572,0.563,44623073
2022-01-26,0.566,0.568,0.574,0.562,38064583
2022-01-27,0.555,0.543,0.558,0.54,53510676
2022-01-28,0.545,0.541,0.546,0.532,44344128
2022-02-07,0.563,0.561,0.566,0.558,27101058
2022-02-08,0.56,0.558,0.562,0.552,22065937
2022-02-09,0.569,0.578,0.58,0.568,27657680
2022-02-10,0.588,0.581,0.588,0.575,24055213
2022-02-11,0.577,0.575,0.585,0.573,24313947
2022-02-14,0.569,0.567,0.572,0.563,25703158
2022-02-15,0.565,0.566,0.572,0.563,28530580
2022-02-16,0.575,0.576,0.579,0.573,24441408
2022-02-17,0.575,0.576,0.582,0.573,25951727
2022-02-18,0.573,0.57,0.581,0.569,25049427
2022-02-21,0.555,0.549,0.559,0.548,42612996
2022-02-22,0.537,0.534,0.541,0.53,49255078
2022-02-23,0.536,0.545,0.545,0.534,35207273
2022-02-24,0.532,0.524,0.535,0.516,73219067
2022-02-25,0.53,0.525,0.533,0.523,32783205
2022-02-28,0.526,0.52,0.527,0.516,34416933
2022-03-01,0.524,0.531,0.531,0.522,31672376
2022-03-02,0.526,0.519,0.529,0.518,34023565
2022-03-03,0.52,0.51,0.522,0.509,40229955
2022-03-04,0.494,0.487,0.495,0.485,65172012
2022-03-07,0.471,0.468,0.474,0.459,77387254
2022-03-08,0.467,0.454,0.472,0.45,72918610
2022-03-09,0.458,0.454,0.463,0.441,70871037
2022-03-10,0.47,0.457,0.473,0.455,55279201
2022-03-11,0.433,0.441,0.444,0.428,79243167
2022-03-14,0.425,0.406,0.426,0.405,88233664
2022-03-15,0.384,0.367,0.405,0.365,153701286
2022-03-16,0.384,0.404,0.404,0.376,110008566
2022-03-17,0.444,0.444,0.444,0.444,7908575
2022-03-18,0.443,0.468,0.473,0.44,175622828
2022-03-21,0.48,0.458,0.481,0.455,95054623
2022-03-22,0.458,0.47,0.475,0.457,85214124
2022-03-23,0.49,0.5,0.51,0.49,125709716
2022-03-24,0.493,0.485,0.499,0.484,73672696
2022-03-25,0.478,0.456,0.485,0.454,101802798
2022-03-28,0.459,0.468,0.478,0.452,94270915
2022-03-29,0.476,0.48,0.482,0.472,67308948
2022-03-30,0.492,0.484,0.495,0.478,73859443
2022-03-31,0.48,0.472,0.482,0.469,41917422
2022-04-01,0.458,0.467,0.47,0.455,59264914
2022-04-06,0.48,0.479,0.483,0.476,43551380
2022-04-07,0.469,0.465,0.482,0.465,54659604
2022-04-08,0.46,0.456,0.462,0.451,48715382
2022-04-11,0.452,0.433,0.452,0.433,47155566
2022-04-12,0.442,0.446,0.449,0.429,79406374
2022-04-13,0.438,0.444,0.45,0.436,49058138
2022-04-14,0.45,0.446,0.451,0.443,35810902
2022-04-15,0.438,0.437,0.439,0.434,15129916
2022-04-18,0.432,0.433,0.434,0.43,10644082
2022-04-19,0.435,0.432,0.438,0.429,27493590
2022-04-20,0.433,0.432,0.44,0.43,33523117
2022-04-21,0.422,0.416,0.425,0.412,55767375
2022-04-22,0.403,0.415,0.42,0.402,64923604
2022-04-25,0.409,0.402,0.416,0.401,47931302
2022-04-26,0.411,0.416,0.426,0.41,61832722
2022-04-27,0.413,0.425,0.428,0.411,78657091
2022-04-28,0.433,0.432,0.436,0.424,57525824
2022-04-29,0.436,0.475,0.475,0.435,106970196
2022-05-05,0.472,0.465,0.475,0.465,49904837
2022-05-06,0.446,0.441,0.451,0.44,63794650
2022-05-09,0.432,0.43,0.435,0.429,19027644
2022-05-10,0.418,0.43,0.433,0.416,83326490
2022-05-11,0.427,0.44,0.455,0.426,110308908
2022-05-12,0.432,0.431,0.442,0.428,89605020
2022-05-13,0.441,0.448,0.449,0.44,68079713
2022-05-16,0.464,0.449,0.465,0.447,53003026
2022-05-17,0.459,0.473,0.473,0.457,64811607
2022-05-18,0.473,0.468,0.475,0.463,68545326
2022-05-19,0.451,0.456,0.458,0.45,66169610
2022-05-20,0.468,0.469,0.469,0.464,47578473
2022-05-23,0.466,0.46,0.468,0.457,47673741
2022-05-24,0.456,0.442,0.463,0.441,59970463
2022-05-25,0.442,0.447,0.449,0.441,45140751
2022-05-26,0.449,0.447,0.451,0.439,54846175
2022-05-27,0.47,0.462,0.473,0.46,62184461
2022-05-30,0.47,0.475,0.477,0.468,46579727
2022-05-31,0.475,0.49,0.494,0.474,69958469
2022-06-01,0.488,0.488,0.496,0.485,42341576
2022-06-02,0.481,0.487,0.487,0.48,40010003
2022-06-06,0.492,0.499,0.5,0.488,56071462
2022-06-07,0.506,0.51,0.518,0.504,81351475
2022-06-08,0.521,0.532,0.532,0.52,78530355
2022-06-09,0.546,0.524,0.549,0.523,77357402
2022-06-10,0.516,0.537,0.541,0.514,70387108
2022-06-13,0.522,0.519,0.533,0.514,68156969
2022-06-14,0.511,0.519,0.521,0.504,79720566
2022-06-15,0.526,0.523,0.53,0.522,70250862
2022-06-16,0.531,0.506,0.531,0.506,76279629
2022-06-17,0.501,0.515,0.518,0.499,80522501
2022-06-20,0.514,0.514,0.517,0.504,68139525
2022-06-21,0.517,0.52,0.525,0.51,57424860
2022-06-22,0.522,0.509,0.523,0.508,48570258
2022-06-23,0.512,0.517,0.519,0.506,75267287
2022-06-24,0.523,0.534,0.536,0.521,60911306
2022-06-27,0.54,0.548,0.559,0.54,93315948
2022-06-28,0.547,0.551,0.553,0.536,70692634
2022-06-29,0.543,0.533,0.55,0.532,60734950
2022-06-30,0.535,0.527,0.541,0.523,65750756
2022-07-01,0.529,0.524,0.53,0.519,17297250
2022-07-04,0.526,0.533,0.535,0.524,48332083
2022-07-05,0.54,0.533,0.544,0.53,54332099
2022-07-06,0.535,0.52,0.536,0.515,58833782
2022-07-07,0.517,0.521,0.525,0.51,56652145
2022-07-08,0.529,0.523,0.531,0.521,54668915
2022-07-11,0.517,0.498,0.517,0.498,69942758
2022-07-12,0.495,0.492,0.499,0.488,75006536
2022-07-13,0.495,0.496,0.502,0.492,45605045
2022-07-14,0.496,0.496,0.502,0.492,41224241
2022-07-15,0.49,0.483,0.494,0.482,47347125
2022-07-18,0.486,0.498,0.498,0.479,56186449
2022-07-19,0.495,0.492,0.497,0.488,40622618
2022-07-20,0.501,0.504,0.506,0.5,34217773
2022-07-21,0.5,0.502,0.508,0.499,46146996
2022-07-22,0.508,0.505,0.511,0.502,39057627
2022-07-25,0.501,0.496,0.502,0.491,40323094
2022-07-26,0.499,0.505,0.507,0.497,40017506
2022-07-27,0.498,0.496,0.502,0.495,35680740
2022-07-28,0.5,0.495,0.501,0.495,35633414
2022-07-29,0.497,0.469,0.497,0.467,81771809
2022-08-01,0.465,0.469,0.472,0.462,46009175
2022-08-02,0.46,0.454,0.46,0.449,57537248
2022-08-03,0.462,0.462,0.468,0.46,57059558
2022-08-04,0.474,0.476,0.479,0.471,41981214
2022-08-05,0.482,0.479,0.482,0.474,32943848
2022-08-08,0.474,0.47,0.476,0.468,40483076
2022-08-09,0.468,0.466,0.47,0.462,39778920
2022-08-10,0.462,0.45,0.464,0.449,41102295
2022-08-11,0.457,0.464,0.465,0.457,40622444
2022-08-12,0.467,0.467,0.469,0.463,36209999
2022-08-15,0.464,0.468,0.474,0.463,32829359
2022-08-16,0.471,0.455,0.474,0.452,49391223
2022-08-17,0.461,0.46,0.463,0.455,38950905
2022-08-18,0.46,0.455,0.461,0.454,27684177
2022-08-19,0.452,0.456,0.463,0.451,36134610
2022-08-22,0.453,0.458,0.461,0.452,36998710
2022-08-23,0.458,0.455,0.462,0.454,28330425
2022-08-24,0.458,0.446,0.459,0.444,46541321
2022-08-25,0.453,0.469,0.469,0.451,46976581
2022-08-26,0.482,0.475,0.483,0.473,47064768
2022-08-29,0.473,0.479,0.482,0.471,42454825
2022-08-30,0.48,0.472,0.48,0.464,48762544
2022-08-31,0.464,0.479,0.487,0.463,57138767
2022-09-01,0.475,0.469,0.481,0.468,51691371
2022-09-02,0.471,0.465,0.474,0.46,50402586
2022-09-05,0.458,0.458,0.46,0.454,52857014
2022-09-06,0.46,0.459,0.462,0.454,34387994
2022-09-07,0.451,0.455,0.455,0.448,50988471
2022-09-08,0.456,0.45,0.457,0.45,28474332
2022-09-09,0.45,0.459,0.46,0.448,52696349
2022-09-13,0.461,0.456,0.462,0.455,23958108
2022-09-14,0.446,0.445,0.448,0.443,36594789
2022-09-15,0.444,0.444,0.447,0.443,29153360
2022-09-16,0.442,0.438,0.445,0.438,25841800
2022-09-19,0.433,0.426,0.434,0.424,38672898
2022-09-20,0.431,0.436,0.438,0.431,40775078
2022-09-21,0.432,0.429,0.433,0.426,30650565
2022-09-22,0.418,0.419,0.424,0.416,34215083
2022-09-23,0.418,0.416,0.421,0.414,27183082
2022-09-26,0.411,0.419,0.428,0.41,43283845
2022-09-27,0.422,0.423,0.424,0.415,41579323
2022-09-28,0.42,0.414,0.421,0.414,32459871
2022-09-29,0.421,0.406,0.422,0.403,42194942
2022-09-30,0.405,0.397,0.409,0.395,49209517
2022-10-10,0.398,0.395,0.401,0.394,36034073
2022-10-11,0.395,0.388,0.397,0.385,43467319
2022-10-12,0.384,0.397,0.4,0.375,67357490
2022-10-13,0.388,0.386,0.393,0.386,36800900
2022-10-14,0.393,0.395,0.4,0.39,41113201
2022-10-17,0.388,0.391,0.392,0.386,27271177
2022-10-18,0.4,0.4,0.402,0.394,41329402
2022-10-19,0.398,0.391,0.401,0.39,27483899
2022-10-20,0.383,0.384,0.39,0.378,54218589
2022-10-21,0.386,0.382,0.388,0.382,25440146
2022-10-24,0.378,0.36,0.382,0.359,52933009
2022-10-25,0.359,0.36,0.37,0.351,75317673
2022-10-26,0.359,0.364,0.374,0.358,59110182
2022-10-27,0.375,0.361,0.375,0.361,43588375
2022-10-28,0.359,0.348,0.361,0.347,36933794
2022-10-31,0.348,0.352,0.359,0.346,53957130
2022-11-01,0.355,0.372,0.378,0.354,67773281
2022-11-02,0.368,0.382,0.387,0.365,83559995
2022-11-03,0.373,0.374,0.384,0.373,44351454
2022-11-04,0.378,0.396,0.409,0.377,106612765
2022-11-07,0.39,0.403,0.41,0.389,92762270
2022-11-08,0.404,0.397,0.405,0.396,52207450
2022-11-09,0.398,0.387,0.402,0.386,48486530
2022-11-10,0.382,0.382,0.385,0.381,37522599
2022-11-11,0.41,0.399,0.412,0.397,61521948
2022-11-14,0.409,0.398,0.41,0.397,55294298
2022-11-15,0.397,0.423,0.428,0.396,116833546
2022-11-16,0.424,0.421,0.433,0.418,71600116
2022-11-17,0.421,0.422,0.423,0.41,62779938
2022-11-18,0.433,0.425,0.443,0.423,84520968
2022-11-21,0.416,0.417,0.421,0.41,50491409
2022-11-22,0.415,0.399,0.418,0.398,66725511
2022-11-23,0.402,0.408,0.41,0.398,70455136
2022-11-24,0.41,0.404,0.414,0.404,41946429
2022-11-25,0.407,0.4,0.408,0.397,38940051
2022-11-28,0.39,0.394,0.398,0.387,57897454
2022-11-29,0.404,0.414,0.416,0.401,75588554
2022-11-30,0.416,0.42,0.422,0.414,56312781
2022-12-01,0.441,0.437,0.447,0.433,84013799
2022-12-02,0.434,0.433,0.443,0.431,45447140
2022-12-05,0.45,0.461,0.462,0.444,79495261
2022-12-06,0.453,0.449,0.464,0.448,77751045
2022-12-07,0.451,0.447,0.469,0.447,104776414
2022-12-08,0.447,0.46,0.462,0.445,87542000
2022-12-09,0.466,0.472,0.477,0.458,92208382
2022-12-12,0.466,0.461,0.475,0.46,72074899
2022-12-13,0.46,0.466,0.473,0.458,72906846
2022-12-14,0.47,0.469,0.473,0.461,59246913
2022-12-15,0.468,0.455,0.468,0.455,62010431
2022-12-16,0.453,0.457,0.462,0.445,67206690
2022-12-19,0.461,0.457,0.472,0.455,58163231
2022-12-20,0.453,0.441,0.453,0.438,53624656
2022-12-21,0.444,0.442,0.448,0.441,37329850
2022-12-22,0.455,0.467,0.468,0.454,53138735
2022-12-23,0.46,0.462,0.47,0.458,33220080
2022-12-26,0.46,0.456,0.461,0.455,13754630
2022-12-27,0.46,0.465,0.466,0.459,14286839
2022-12-28,0.466,0.469,0.477,0.465,44087009
2022-12-29,0.463,0.462,0.467,0.459,35748587
2022-12-30,0.471,0.463,0.474,0.462,32769629
2023-01-03,0.459,0.47,0.473,0.451,57794744
2023-01-04,0.478,0.496,0.497,0.475,78658973
2023-01-05,0.515,0.504,0.521,0.503,67221629
2023-01-06,0.51,0.5,0.513,0.496,56805690
2023-01-09,0.508,0.507,0.512,0.502,53977409
2023-01-10,0.505,0.501,0.506,0.496,46489504
2023-01-11,0.506,0.503,0.513,0.502,47723581
2023-01-12,0.505,0.489,0.506,0.486,69762311
2023-01-13,0.491,0.494,0.495,0.485,47841777
2023-01-16,0.498,0.484,0.5,0.483,52127528
2023-01-17,0.486,0.486,0.496,0.483,48845765
2023-01-18,0.485,0.491,0.494,0.484,36921181
2023-01-19,0.488,0.486,0.488,0.481,46847232
2023-01-20,0.49,0.497,0.5,0.489,49425400
2023-01-30,0.514,0.499,0.516,0.498,77663152
2023-01-31,0.5,0.484,0.503,0.483,64324223
2023-02-01,0.493,0.504,0.506,0.488,74024024
2023-02-02,0.511,0.507,0.514,0.503,43853700
2023-02-03,0.499,0.499,0.503,0.492,56124274
2023-02-06,0.487,0.484,0.491,0.481,72616194
2023-02-07,0.487,0.49,0.498,0.485,55723150
2023-02-08,0.489,0.48,0.49,0.476,69496585
2023-02-09,0.477,0.49,0.491,0.474,73812264
2023-02-10,0.486,0.472,0.488,0.471,60982715
2023-02-13,0.466,0.475,0.478,0.464,59050490
2023-02-14,0.477,0.472,0.478,0.47,35592506
2023-02-15,0.473,0.468,0.474,0.463,45559941
2023-02-16,0.472,0.476,0.487,0.472,85956054
2023-02-17,0.476,0.467,0.481,0.466,47696363
2023-02-20,0.466,0.471,0.472,0.46,62841095
2023-02-21,0.468,0.456,0.469,0.454,68663587
2023-02-22,0.451,0.449,0.456,0.448,46518700
2023-02-23,0.449,0.451,0.456,0.448,39071191
2023-02-24,0.449,0.443,0.449,0.44,47696083
2023-02-27,0.436,0.435,0.445,0.434,61892203
2023-02-28,0.439,0.431,0.441,0.428,59794325
2023-03-01,0.432,0.45,0.451,0.43,100960610
2023-03-02,0.445,0.442,0.446,0.441,68277186
2023-03-03,0.452,0.454,0.457,0.446,69956721
2023-03-06,0.45,0.452,0.456,0.447,49976526
2023-03-07,0.451,0.441,0.459,0.439,88179360
2023-03-08,0.437,0.432,0.438,0.429,62287852
2023-03-09,0.432,0.431,0.435,0.429,46543965
2023-03-10,0.418,0.411,0.419,0.41,71156314
2023-03-13,0.414,0.42,0.425,0.413,85586238
2023-03-14,0.416,0.409,0.42,0.408,72102869
2023-03-15,0.417,0.414,0.423,0.413,74643996
2023-03-16,0.41,0.407,0.418,0.406,78867606
2023-03-17,0.417,0.421,0.426,0.415,78533277
2023-03-20,0.422,0.412,0.424,0.41,54246537
2023-03-21,0.418,0.42,0.42,0.412,59300524
2023-03-22,0.426,0.427,0.432,0.425,61769667
2023-03-23,0.425,0.44,0.441,0.424,88453014
2023-03-24,0.442,0.446,0.455,0.441,81233249
2023-03-27,0.448,0.441,0.45,0.435,84465204
2023-03-28,0.441,0.441,0.446,0.436,65994564
2023-03-29,0.464,0.454,0.465,0.453,80530319
2023-03-30,0.457,0.455,0.462,0.452,60676052
2023-03-31,0.464,0.462,0.466,0.459,62739764
2023-04-03,0.461,0.459,0.462,0.456,59654231
2023-04-04,0.458,0.457,0.46,0.45,65373535
2023-04-06,0.449,0.447,0.452,0.446,59283534
2023-04-07,0.451,0.456,0.456,0.451,21798717
2023-04-10,0.456,0.455,0.457,0.454,11970370
2023-04-11,0.456,0.447,0.459,0.443,63193777
2023-04-12,0.448,0.439,0.45,0.438,48005976
2023-04-13,0.43,0.431,0.435,0.427,58706918
2023-04-14,0.437,0.433,0.438,0.43,51881750
2023-04-17,0.43,0.439,0.44,0.429,60116737
2023-04-18,0.437,0.436,0.439,0.434,44342806
2023-04-19,0.436,0.43,0.436,0.429,38303695
2023-04-20,0.429,0.429,0.432,0.427,37572246
2023-04-21,0.426,0.417,0.427,0.416,44935078
2023-04-24,0.417,0.414,0.423,0.412,34403977
2023-04-25,0.414,0.408,0.414,0.401,64636800
2023-04-26,0.405,0.413,0.417,0.404,67816757
2023-04-27,0.411,0.409,0.412,0.407,38174553
2023-04-28,0.412,0.416,0.42,0.412,44277319
2023-05-04,0.41,0.409,0.415,0.407,43977884
2023-05-05,0.414,0.416,0.418,0.412,50909373
2023-05-08,0.417,0.414,0.419,0.412,39965400
2023-05-09,0.413,0.404,0.414,0.403,31442419
2023-05-10,0.405,0.405,0.406,0.4,29616778
2023-05-11,0.408,0.402,0.409,0.4,28785075
2023-05-12,0.41,0.408,0.413,0.407,48917545
2023-05-15,0.405,0.415,0.418,0.404,57458036
2023-05-16,0.421,0.418,0.422,0.417,31367785
2023-05-17,0.421,0.418,0.424,0.416,33872889
2023-05-18,0.419,0.417,0.42,0.414,35648829
2023-05-19,0.412,0.409,0.413,0.408,35559873
2023-05-22,0.41,0.419,0.42,0.407,55861721
2023-05-23,0.42,0.414,0.423,0.413,30012694
2023-05-24,0.411,0.409,0.413,0.408,36286171
2023-05-25,0.406,0.399,0.407,0.397,49651318
2023-05-26,0.398,0.398,0.399,0.395,12646620
2023-05-29,0.404,0.393,0.404,0.391,49473537
2023-05-30,0.394,0.399,0.399,0.39,49423649
2023-05-31,0.395,0.387,0.395,0.386,46885816
2023-06-01,0.389,0.396,0.403,0.389,75931116
2023-06-02,0.404,0.413,0.414,0.403,66123778
2023-06-05,0.412,0.413,0.416,0.409,40388707
2023-06-06,0.414,0.409,0.419,0.408,46117605
2023-06-07,0.419,0.419,0.423,0.416,52963523
2023-06-08,0.417,0.415,0.419,0.412,35741034
2023-06-09,0.419,0.424,0.425,0.414,48593724
2023-06-12,0.424,0.424,0.426,0.419,30120553
2023-06-13,0.424,0.435,0.438,0.424,69295511
2023-06-14,0.438,0.431,0.443,0.43,66167924
2023-06-15,0.441,0.447,0.448,0.44,78230354
2023-06-16,0.452,0.453,0.458,0.448,57362573
2023-06-19,0.45,0.442,0.451,0.439,44623229
2023-06-20,0.444,0.439,0.449,0.437,39431261
2023-06-21,0.431,0.424,0.433,0.423,48285223
2023-06-26,0.416,0.417,0.422,0.414,45736416
2023-06-27,0.418,0.426,0.428,0.418,52813407
2023-06-28,0.426,0.427,0.427,0.419,45765348
2023-06-29,0.425,0.418,0.426,0.418,35072144
2023-06-30,0.417,0.414,0.418,0.412,51516722
2023-07-03,0.416,0.426,0.426,0.415,52080756
2023-07-04,0.425,0.427,0.431,0.422,43131272
2023-07-05,0.426,0.421,0.429,0.42,25875527
2023-07-06,0.419,0.412,0.424,0.41,50837639
2023-07-07,0.411,0.411,0.416,0.404,59718062
2023-07-10,0.419,0.415,0.421,0.413,34787262
2023-07-11,0.42,0.419,0.422,0.417,31469398
2023-07-12,0.422,0.424,0.429,0.42,46717111
2023-07-13,0.434,0.443,0.445,0.434,63933472
2023-07-14,0.451,0.443,0.452,0.441,42988652
2023-07-17,0.44,0.436,0.441,0.435,9790154
2023-07-18,0.439,0.433,0.441,0.432,32869411
2023-07-19,0.427,0.434,0.434,0.424,62557932
2023-07-20,0.436,0.428,0.44,0.426,51717158
2023-07-21,0.426,0.43,0.435,0.425,45470067
2023-07-24,0.425,0.423,0.43,0.421,46096318
2023-07-25,0.438,0.444,0.445,0.437,69121684
2023-07-26,0.442,0.445,0.447,0.441,41500686
2023-07-27,0.45,0.448,0.452,0.444,54148279
